"ALU_NOVAMATRICULA","ALU_ANO_EVASA","ALU_PERIODO_EVASAO","MAT_TUR_DIS_DISCIPLINA","DISCIPLINA","CREDITOS","MAT_MEDIA_FINAL"
"d7434bb656f0e1bb43c04cbd65787dbe",2015,1,1411181,"Laboratório de Programação II",4,8.4
"159b6aa56d4fb58347e5e1f73045c8bb",2015,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,7.7
"159b6aa56d4fb58347e5e1f73045c8bb",2015,1,1109103,"Cálculo Diferencial e Integral I",4,6.6
"159b6aa56d4fb58347e5e1f73045c8bb",2015,1,1411167,"Programação I",4,6.3
"159b6aa56d4fb58347e5e1f73045c8bb",2015,1,1411174,"Introdução à Computação",4,8.8
"159b6aa56d4fb58347e5e1f73045c8bb",2015,1,1411180,"Laboratório de Programação I",4,7
"159b6aa56d4fb58347e5e1f73045c8bb",2015,1,1307151,"Leitura e Produção de Textos",4,9
"159b6aa56d4fb58347e5e1f73045c8bb",2015,1,1108089,"Fundamentos de Física Clássica",4,9.1
"159b6aa56d4fb58347e5e1f73045c8bb",2015,1,1109053,"Cálculo Diferencial e Integral II",4,7.2
"159b6aa56d4fb58347e5e1f73045c8bb",2015,1,1109113,"Matemática Discreta",4,7.4
"159b6aa56d4fb58347e5e1f73045c8bb",2015,1,1411168,"Programação II",4,8.2
"159b6aa56d4fb58347e5e1f73045c8bb",2015,1,1411170,"Teoria dos Grafos",2,7.2
"159b6aa56d4fb58347e5e1f73045c8bb",2015,1,1411181,"Laboratório de Programação II",4,9.4
"2e1ea697c640f71b9222b51305c12a47",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,8.2
"2e1ea697c640f71b9222b51305c12a47",2016,1,1109103,"Cálculo Diferencial e Integral I",4,7.1
"2e1ea697c640f71b9222b51305c12a47",2016,1,1411167,"Programação I",4,7
"2e1ea697c640f71b9222b51305c12a47",2016,1,1411174,"Introdução à Computação",4,9.7
"2e1ea697c640f71b9222b51305c12a47",2016,1,1411180,"Laboratório de Programação I",4,7.9
"2e1ea697c640f71b9222b51305c12a47",2016,1,1307151,"Leitura e Produção de Textos",4,7
"2e1ea697c640f71b9222b51305c12a47",2016,1,1108089,"Fundamentos de Física Clássica",4,9.1
"2e1ea697c640f71b9222b51305c12a47",2016,1,1109053,"Cálculo Diferencial e Integral II",4,8.9
"2e1ea697c640f71b9222b51305c12a47",2016,1,1109113,"Matemática Discreta",4,8.1
"2e1ea697c640f71b9222b51305c12a47",2016,1,1411168,"Programação II",4,7.3
"2e1ea697c640f71b9222b51305c12a47",2016,1,1411170,"Teoria dos Grafos",2,8.3
"2e1ea697c640f71b9222b51305c12a47",2016,1,1411181,"Laboratório de Programação II",4,7.6
"2e7f85436b17a649439db836794ca99f",2015,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,2.2
"2e7f85436b17a649439db836794ca99f",2015,2,1109103,"Cálculo Diferencial e Integral I",4,1.6
"2e7f85436b17a649439db836794ca99f",2015,2,1411168,"Programação II",4,6.5
"2e7f85436b17a649439db836794ca99f",2015,2,1411181,"Laboratório de Programação II",4,6
"2e7f85436b17a649439db836794ca99f",2015,2,1411174,"Introdução à Computação",4,7
"2e7f85436b17a649439db836794ca99f",2015,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,1.9
"2e7f85436b17a649439db836794ca99f",2015,2,1109103,"Cálculo Diferencial e Integral I",4,0.8
"2e7f85436b17a649439db836794ca99f",2015,2,1411167,"Programação I",4,5
"2e7f85436b17a649439db836794ca99f",2015,2,1411180,"Laboratório de Programação I",4,7
"2e7f85436b17a649439db836794ca99f",2015,2,1307151,"Leitura e Produção de Textos",4,7.8
"2e7f85436b17a649439db836794ca99f",2015,2,1109113,"Matemática Discreta",4,5.4
"2e7f85436b17a649439db836794ca99f",2015,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,7.1
"2e7f85436b17a649439db836794ca99f",2015,2,1109103,"Cálculo Diferencial e Integral I",4,5
"2e7f85436b17a649439db836794ca99f",2015,2,1411170,"Teoria dos Grafos",2,7.7
"2e7f85436b17a649439db836794ca99f",2015,2,1108089,"Fundamentos de Física Clássica",4,5.2
"2e7f85436b17a649439db836794ca99f",2015,2,1109053,"Cálculo Diferencial e Integral II",4,5
"4addc4b9cdaeca2dc1021317fb6eecbc",2015,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,1.2
"4addc4b9cdaeca2dc1021317fb6eecbc",2015,1,1109103,"Cálculo Diferencial e Integral I",4,3.1
"4addc4b9cdaeca2dc1021317fb6eecbc",2015,1,1411167,"Programação I",4,5.2
"4addc4b9cdaeca2dc1021317fb6eecbc",2015,1,1411174,"Introdução à Computação",4,7
"4addc4b9cdaeca2dc1021317fb6eecbc",2015,1,1411180,"Laboratório de Programação I",4,5.2
"4addc4b9cdaeca2dc1021317fb6eecbc",2015,1,1307151,"Leitura e Produção de Textos",4,7.2
"4addc4b9cdaeca2dc1021317fb6eecbc",2015,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,5
"4addc4b9cdaeca2dc1021317fb6eecbc",2015,1,1109103,"Cálculo Diferencial e Integral I",4,5.9
"4addc4b9cdaeca2dc1021317fb6eecbc",2015,1,1411168,"Programação II",4,6.3
"4addc4b9cdaeca2dc1021317fb6eecbc",2015,1,1411181,"Laboratório de Programação II",4,5.2
"4addc4b9cdaeca2dc1021317fb6eecbc",2015,1,1109113,"Matemática Discreta",4,NA
"4addc4b9cdaeca2dc1021317fb6eecbc",2015,1,1411170,"Teoria dos Grafos",2,NA
"4addc4b9cdaeca2dc1021317fb6eecbc",2015,1,1108089,"Fundamentos de Física Clássica",4,5.3
"4addc4b9cdaeca2dc1021317fb6eecbc",2015,1,1109053,"Cálculo Diferencial e Integral II",4,3.5
"4addc4b9cdaeca2dc1021317fb6eecbc",2015,1,1109053,"Cálculo Diferencial e Integral II",4,6.6
"161a053166f87838c22b89ecead1c5f9",2015,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,8.2
"161a053166f87838c22b89ecead1c5f9",2015,2,1109103,"Cálculo Diferencial e Integral I",4,6.2
"161a053166f87838c22b89ecead1c5f9",2015,2,1411167,"Programação I",4,7.9
"161a053166f87838c22b89ecead1c5f9",2015,2,1411174,"Introdução à Computação",4,9.2
"161a053166f87838c22b89ecead1c5f9",2015,2,1307151,"Leitura e Produção de Textos",4,9.3
"161a053166f87838c22b89ecead1c5f9",2015,2,1411180,"Laboratório de Programação I",4,7.9
"161a053166f87838c22b89ecead1c5f9",2015,2,1108089,"Fundamentos de Física Clássica",4,6.9
"161a053166f87838c22b89ecead1c5f9",2015,2,1109053,"Cálculo Diferencial e Integral II",4,6.9
"161a053166f87838c22b89ecead1c5f9",2015,2,1109113,"Matemática Discreta",4,7.6
"161a053166f87838c22b89ecead1c5f9",2015,2,1411168,"Programação II",4,9.1
"161a053166f87838c22b89ecead1c5f9",2015,2,1411170,"Teoria dos Grafos",2,9.2
"161a053166f87838c22b89ecead1c5f9",2015,2,1411181,"Laboratório de Programação II",4,9.3
"ef78c0c4706d70bd2c63818947d83ae7",2015,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,6.4
"ef78c0c4706d70bd2c63818947d83ae7",2015,2,1109103,"Cálculo Diferencial e Integral I",4,5
"ef78c0c4706d70bd2c63818947d83ae7",2015,2,1411167,"Programação I",4,8.1
"ef78c0c4706d70bd2c63818947d83ae7",2015,2,1307151,"Leitura e Produção de Textos",4,8.4
"ef78c0c4706d70bd2c63818947d83ae7",2015,2,1411180,"Laboratório de Programação I",4,8.4
"ef78c0c4706d70bd2c63818947d83ae7",2015,2,1411174,"Introdução à Computação",4,6.1
"ef78c0c4706d70bd2c63818947d83ae7",2015,2,1108089,"Fundamentos de Física Clássica",4,5.9
"ef78c0c4706d70bd2c63818947d83ae7",2015,2,1109053,"Cálculo Diferencial e Integral II",4,1.3
"ef78c0c4706d70bd2c63818947d83ae7",2015,2,1109113,"Matemática Discreta",4,5.6
"ef78c0c4706d70bd2c63818947d83ae7",2015,2,1411168,"Programação II",4,7.6
"ef78c0c4706d70bd2c63818947d83ae7",2015,2,1411170,"Teoria dos Grafos",2,7.8
"ef78c0c4706d70bd2c63818947d83ae7",2015,2,1411181,"Laboratório de Programação II",4,8
"ef78c0c4706d70bd2c63818947d83ae7",2015,2,1109053,"Cálculo Diferencial e Integral II",4,3.4
"ef78c0c4706d70bd2c63818947d83ae7",2015,2,1109053,"Cálculo Diferencial e Integral II",4,0
"ef78c0c4706d70bd2c63818947d83ae7",2015,2,1109053,"Cálculo Diferencial e Integral II",4,4
"ef78c0c4706d70bd2c63818947d83ae7",2015,2,1109053,"Cálculo Diferencial e Integral II",4,5.7
"dbd27ac2dad444a3d2a92e9ec231029d",2015,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,8.3
"dbd27ac2dad444a3d2a92e9ec231029d",2015,1,1109103,"Cálculo Diferencial e Integral I",4,6.3
"dbd27ac2dad444a3d2a92e9ec231029d",2015,1,1411167,"Programação I",4,5
"dbd27ac2dad444a3d2a92e9ec231029d",2015,1,1411180,"Laboratório de Programação I",4,5
"dbd27ac2dad444a3d2a92e9ec231029d",2015,1,1307151,"Leitura e Produção de Textos",4,7
"dbd27ac2dad444a3d2a92e9ec231029d",2015,1,1411174,"Introdução à Computação",4,7.7
"dbd27ac2dad444a3d2a92e9ec231029d",2015,1,1108089,"Fundamentos de Física Clássica",4,5.6
"dbd27ac2dad444a3d2a92e9ec231029d",2015,1,1109053,"Cálculo Diferencial e Integral II",4,2.8
"dbd27ac2dad444a3d2a92e9ec231029d",2015,1,1109113,"Matemática Discreta",4,5
"dbd27ac2dad444a3d2a92e9ec231029d",2015,1,1411168,"Programação II",4,7.5
"dbd27ac2dad444a3d2a92e9ec231029d",2015,1,1411170,"Teoria dos Grafos",2,7.3
"dbd27ac2dad444a3d2a92e9ec231029d",2015,1,1411181,"Laboratório de Programação II",4,7.4
"dbd27ac2dad444a3d2a92e9ec231029d",2015,1,1109053,"Cálculo Diferencial e Integral II",4,4.2
"dbd27ac2dad444a3d2a92e9ec231029d",2015,1,1109053,"Cálculo Diferencial e Integral II",4,6.4
"a7f6d1734bc4a9e7ef3b2307653d51eb",2015,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,7.9
"a7f6d1734bc4a9e7ef3b2307653d51eb",2015,1,1109103,"Cálculo Diferencial e Integral I",4,8.2
"a7f6d1734bc4a9e7ef3b2307653d51eb",2015,1,1411167,"Programação I",4,8.5
"a7f6d1734bc4a9e7ef3b2307653d51eb",2015,1,1411174,"Introdução à Computação",4,9.1
"a7f6d1734bc4a9e7ef3b2307653d51eb",2015,1,1411180,"Laboratório de Programação I",4,8.7
"a7f6d1734bc4a9e7ef3b2307653d51eb",2015,1,1307151,"Leitura e Produção de Textos",4,7.8
"a7f6d1734bc4a9e7ef3b2307653d51eb",2015,1,1108089,"Fundamentos de Física Clássica",4,8.8
"a7f6d1734bc4a9e7ef3b2307653d51eb",2015,1,1109053,"Cálculo Diferencial e Integral II",4,7.2
"a7f6d1734bc4a9e7ef3b2307653d51eb",2015,1,1109113,"Matemática Discreta",4,8.5
"a7f6d1734bc4a9e7ef3b2307653d51eb",2015,1,1411168,"Programação II",4,9
"a7f6d1734bc4a9e7ef3b2307653d51eb",2015,1,1411170,"Teoria dos Grafos",2,7.9
"a7f6d1734bc4a9e7ef3b2307653d51eb",2015,1,1411181,"Laboratório de Programação II",4,8.9
"90c8bcce6a1815efadd01022c2964f74",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,8.6
"90c8bcce6a1815efadd01022c2964f74",2016,1,1109103,"Cálculo Diferencial e Integral I",4,8
"90c8bcce6a1815efadd01022c2964f74",2016,1,1411167,"Programação I",4,5.5
"90c8bcce6a1815efadd01022c2964f74",2016,1,1411174,"Introdução à Computação",4,7.9
"90c8bcce6a1815efadd01022c2964f74",2016,1,1411180,"Laboratório de Programação I",4,5.9
"90c8bcce6a1815efadd01022c2964f74",2016,1,1307151,"Leitura e Produção de Textos",4,6.5
"90c8bcce6a1815efadd01022c2964f74",2016,1,1108089,"Fundamentos de Física Clássica",4,7.6
"90c8bcce6a1815efadd01022c2964f74",2016,1,1109053,"Cálculo Diferencial e Integral II",4,8.2
"90c8bcce6a1815efadd01022c2964f74",2016,1,1109113,"Matemática Discreta",4,5.2
"90c8bcce6a1815efadd01022c2964f74",2016,1,1411168,"Programação II",4,7.7
"90c8bcce6a1815efadd01022c2964f74",2016,1,1411170,"Teoria dos Grafos",2,6
"90c8bcce6a1815efadd01022c2964f74",2016,1,1411181,"Laboratório de Programação II",4,8.4
"c29cbc91791f64be86f5299df8719262",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,7.2
"c29cbc91791f64be86f5299df8719262",2016,1,1109103,"Cálculo Diferencial e Integral I",4,6.1
"c29cbc91791f64be86f5299df8719262",2016,1,1411167,"Programação I",4,7
"c29cbc91791f64be86f5299df8719262",2016,1,1411174,"Introdução à Computação",4,8
"c29cbc91791f64be86f5299df8719262",2016,1,1411180,"Laboratório de Programação I",4,7
"c29cbc91791f64be86f5299df8719262",2016,1,1411181,"Laboratório de Programação II",4,6.1
"c29cbc91791f64be86f5299df8719262",2016,1,1109053,"Cálculo Diferencial e Integral II",4,5.3
"c29cbc91791f64be86f5299df8719262",2016,1,1109113,"Matemática Discreta",4,7.1
"c29cbc91791f64be86f5299df8719262",2016,1,1411168,"Programação II",4,5.2
"c29cbc91791f64be86f5299df8719262",2016,1,1411170,"Teoria dos Grafos",2,7.3
"c29cbc91791f64be86f5299df8719262",2016,1,1108089,"Fundamentos de Física Clássica",4,5.3
"c29cbc91791f64be86f5299df8719262",2016,1,1307151,"Leitura e Produção de Textos",4,9.3
"ab77ab28d117d002f1c143a6f7c02d27",2016,1,1411167,"Programação I",4,7
"ab77ab28d117d002f1c143a6f7c02d27",2016,1,1411180,"Laboratório de Programação I",4,7.5
"ab77ab28d117d002f1c143a6f7c02d27",2016,1,1307151,"Leitura e Produção de Textos",4,7.5
"ab77ab28d117d002f1c143a6f7c02d27",2016,1,1411168,"Programação II",4,8.6
"ab77ab28d117d002f1c143a6f7c02d27",2016,1,1411181,"Laboratório de Programação II",4,8.1
"ab77ab28d117d002f1c143a6f7c02d27",2016,1,1109103,"Cálculo Diferencial e Integral I",4,5.4
"ab77ab28d117d002f1c143a6f7c02d27",2016,1,1109113,"Matemática Discreta",4,NA
"ab77ab28d117d002f1c143a6f7c02d27",2016,1,1411174,"Introdução à Computação",4,NA
"ab77ab28d117d002f1c143a6f7c02d27",2016,1,1411170,"Teoria dos Grafos",2,NA
"ab77ab28d117d002f1c143a6f7c02d27",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,7.5
"ab77ab28d117d002f1c143a6f7c02d27",2016,1,1109053,"Cálculo Diferencial e Integral II",4,0.8
"ab77ab28d117d002f1c143a6f7c02d27",2016,1,1108089,"Fundamentos de Física Clássica",4,3.3
"ab77ab28d117d002f1c143a6f7c02d27",2016,1,1109053,"Cálculo Diferencial e Integral II",4,5
"ab77ab28d117d002f1c143a6f7c02d27",2016,1,1108089,"Fundamentos de Física Clássica",4,5.4
"3ce7def773ee0e089dda056a6803adaf",2015,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,10
"3ce7def773ee0e089dda056a6803adaf",2015,1,1109053,"Cálculo Diferencial e Integral II",4,5.4
"3ce7def773ee0e089dda056a6803adaf",2015,1,1109113,"Matemática Discreta",4,5.1
"3ce7def773ee0e089dda056a6803adaf",2015,1,1411167,"Programação I",4,5.7
"3ce7def773ee0e089dda056a6803adaf",2015,1,1411180,"Laboratório de Programação I",4,7
"3ce7def773ee0e089dda056a6803adaf",2015,1,1411174,"Introdução à Computação",4,8.1
"3ce7def773ee0e089dda056a6803adaf",2015,1,1109103,"Cálculo Diferencial e Integral I",4,7.7
"3ce7def773ee0e089dda056a6803adaf",2015,1,1108089,"Fundamentos de Física Clássica",4,5.1
"3ce7def773ee0e089dda056a6803adaf",2015,1,1411168,"Programação II",4,7
"3ce7def773ee0e089dda056a6803adaf",2015,1,1411170,"Teoria dos Grafos",2,8.6
"3ce7def773ee0e089dda056a6803adaf",2015,1,1411181,"Laboratório de Programação II",4,7.8
"3ce7def773ee0e089dda056a6803adaf",2015,1,1307151,"Leitura e Produção de Textos",4,8.5
"bd23a17c36bb93d9087b28c18eeb2939",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,6.5
"bd23a17c36bb93d9087b28c18eeb2939",2016,1,1109103,"Cálculo Diferencial e Integral I",4,5.3
"bd23a17c36bb93d9087b28c18eeb2939",2016,1,1411167,"Programação I",4,8.3
"bd23a17c36bb93d9087b28c18eeb2939",2016,1,1411174,"Introdução à Computação",4,9.4
"bd23a17c36bb93d9087b28c18eeb2939",2016,1,1411180,"Laboratório de Programação I",4,8.4
"bd23a17c36bb93d9087b28c18eeb2939",2016,1,1108089,"Fundamentos de Física Clássica",4,5.7
"bd23a17c36bb93d9087b28c18eeb2939",2016,1,1109053,"Cálculo Diferencial e Integral II",4,3.3
"bd23a17c36bb93d9087b28c18eeb2939",2016,1,1109113,"Matemática Discreta",4,6.2
"bd23a17c36bb93d9087b28c18eeb2939",2016,1,1411168,"Programação II",4,7.7
"bd23a17c36bb93d9087b28c18eeb2939",2016,1,1411170,"Teoria dos Grafos",2,7.2
"bd23a17c36bb93d9087b28c18eeb2939",2016,1,1411181,"Laboratório de Programação II",4,5.4
"bd23a17c36bb93d9087b28c18eeb2939",2016,1,1109053,"Cálculo Diferencial e Integral II",4,5
"bd23a17c36bb93d9087b28c18eeb2939",2016,1,1307151,"Leitura e Produção de Textos",4,7
"147243a85d0a03933736ca5be42d274f",2016,1,1411180,"Laboratório de Programação I",4,8.5
"147243a85d0a03933736ca5be42d274f",2016,1,1411167,"Programação I",4,8.4
"147243a85d0a03933736ca5be42d274f",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,7.9
"147243a85d0a03933736ca5be42d274f",2016,1,1109103,"Cálculo Diferencial e Integral I",4,7.5
"147243a85d0a03933736ca5be42d274f",2016,1,1411174,"Introdução à Computação",4,9.1
"147243a85d0a03933736ca5be42d274f",2016,1,1108089,"Fundamentos de Física Clássica",4,8
"147243a85d0a03933736ca5be42d274f",2016,1,1109053,"Cálculo Diferencial e Integral II",4,8.3
"147243a85d0a03933736ca5be42d274f",2016,1,1109113,"Matemática Discreta",4,9.2
"147243a85d0a03933736ca5be42d274f",2016,1,1411168,"Programação II",4,9.2
"147243a85d0a03933736ca5be42d274f",2016,1,1411170,"Teoria dos Grafos",2,8.3
"147243a85d0a03933736ca5be42d274f",2016,1,1411181,"Laboratório de Programação II",4,8.4
"147243a85d0a03933736ca5be42d274f",2016,1,1307151,"Leitura e Produção de Textos",4,7.4
"ca0fd0c041fcc9e549f644535b4094bc",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,8.9
"ca0fd0c041fcc9e549f644535b4094bc",2016,1,1109103,"Cálculo Diferencial e Integral I",4,7.1
"ca0fd0c041fcc9e549f644535b4094bc",2016,1,1411167,"Programação I",4,8
"ca0fd0c041fcc9e549f644535b4094bc",2016,1,1411174,"Introdução à Computação",4,9.3
"ca0fd0c041fcc9e549f644535b4094bc",2016,1,1411180,"Laboratório de Programação I",4,7.9
"ca0fd0c041fcc9e549f644535b4094bc",2016,1,1108089,"Fundamentos de Física Clássica",4,7
"ca0fd0c041fcc9e549f644535b4094bc",2016,1,1109053,"Cálculo Diferencial e Integral II",4,7
"ca0fd0c041fcc9e549f644535b4094bc",2016,1,1109113,"Matemática Discreta",4,8
"ca0fd0c041fcc9e549f644535b4094bc",2016,1,1411170,"Teoria dos Grafos",2,7.8
"ca0fd0c041fcc9e549f644535b4094bc",2016,1,1411168,"Programação II",4,8.2
"ca0fd0c041fcc9e549f644535b4094bc",2016,1,1411181,"Laboratório de Programação II",4,7
"ca0fd0c041fcc9e549f644535b4094bc",2016,1,1307151,"Leitura e Produção de Textos",4,8.2
"41d917f6abdbe4ff74be287890cdb1c7",2016,1,1108089,"Fundamentos de Física Clássica",4,8.3
"41d917f6abdbe4ff74be287890cdb1c7",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,NA
"41d917f6abdbe4ff74be287890cdb1c7",2016,1,1109053,"Cálculo Diferencial e Integral II",4,NA
"41d917f6abdbe4ff74be287890cdb1c7",2016,1,1109103,"Cálculo Diferencial e Integral I",4,NA
"41d917f6abdbe4ff74be287890cdb1c7",2016,1,1109113,"Matemática Discreta",4,7.6
"41d917f6abdbe4ff74be287890cdb1c7",2016,1,1411167,"Programação I",4,5.7
"41d917f6abdbe4ff74be287890cdb1c7",2016,1,1411168,"Programação II",4,6.7
"41d917f6abdbe4ff74be287890cdb1c7",2016,1,1411170,"Teoria dos Grafos",2,5.9
"41d917f6abdbe4ff74be287890cdb1c7",2016,1,1411174,"Introdução à Computação",4,7.8
"41d917f6abdbe4ff74be287890cdb1c7",2016,1,1411180,"Laboratório de Programação I",4,7.6
"41d917f6abdbe4ff74be287890cdb1c7",2016,1,1411181,"Laboratório de Programação II",4,5.1
"41d917f6abdbe4ff74be287890cdb1c7",2016,1,1307151,"Leitura e Produção de Textos",4,7.7
"b1d8df376c21cb0672b3755231c33211",2015,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,8
"b1d8df376c21cb0672b3755231c33211",2015,1,1109103,"Cálculo Diferencial e Integral I",4,7.9
"b1d8df376c21cb0672b3755231c33211",2015,1,1411174,"Introdução à Computação",4,9.2
"b1d8df376c21cb0672b3755231c33211",2015,1,1411167,"Programação I",4,7
"b1d8df376c21cb0672b3755231c33211",2015,1,1411180,"Laboratório de Programação I",4,6.7
"b1d8df376c21cb0672b3755231c33211",2015,1,1307151,"Leitura e Produção de Textos",4,9.5
"b1d8df376c21cb0672b3755231c33211",2015,1,1108089,"Fundamentos de Física Clássica",4,7
"b1d8df376c21cb0672b3755231c33211",2015,1,1411170,"Teoria dos Grafos",2,6.3
"b1d8df376c21cb0672b3755231c33211",2015,1,1109053,"Cálculo Diferencial e Integral II",4,6.7
"b1d8df376c21cb0672b3755231c33211",2015,1,1411168,"Programação II",4,8.4
"b1d8df376c21cb0672b3755231c33211",2015,1,1411181,"Laboratório de Programação II",4,7.9
"b1d8df376c21cb0672b3755231c33211",2015,1,1109113,"Matemática Discreta",4,7.4
"889e145a30eaf5b3342e2360d8bac2b5",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,7.5
"889e145a30eaf5b3342e2360d8bac2b5",2016,1,1109103,"Cálculo Diferencial e Integral I",4,6.3
"889e145a30eaf5b3342e2360d8bac2b5",2016,1,1411167,"Programação I",4,9.1
"889e145a30eaf5b3342e2360d8bac2b5",2016,1,1411174,"Introdução à Computação",4,8.6
"889e145a30eaf5b3342e2360d8bac2b5",2016,1,1411180,"Laboratório de Programação I",4,9
"889e145a30eaf5b3342e2360d8bac2b5",2016,1,1108089,"Fundamentos de Física Clássica",4,7.5
"889e145a30eaf5b3342e2360d8bac2b5",2016,1,1109053,"Cálculo Diferencial e Integral II",4,7
"889e145a30eaf5b3342e2360d8bac2b5",2016,1,1109113,"Matemática Discreta",4,6.7
"889e145a30eaf5b3342e2360d8bac2b5",2016,1,1411168,"Programação II",4,8.9
"889e145a30eaf5b3342e2360d8bac2b5",2016,1,1411170,"Teoria dos Grafos",2,9.7
"889e145a30eaf5b3342e2360d8bac2b5",2016,1,1411181,"Laboratório de Programação II",4,8.1
"889e145a30eaf5b3342e2360d8bac2b5",2016,1,1307151,"Leitura e Produção de Textos",4,8.8
"de5510a8e09fe0d00e38b4305d11ed54",2015,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,9.6
"de5510a8e09fe0d00e38b4305d11ed54",2015,2,1109103,"Cálculo Diferencial e Integral I",4,7.2
"de5510a8e09fe0d00e38b4305d11ed54",2015,2,1411167,"Programação I",4,8.9
"de5510a8e09fe0d00e38b4305d11ed54",2015,2,1411174,"Introdução à Computação",4,9.9
"de5510a8e09fe0d00e38b4305d11ed54",2015,2,1411180,"Laboratório de Programação I",4,9
"de5510a8e09fe0d00e38b4305d11ed54",2015,2,1108089,"Fundamentos de Física Clássica",4,0.8
"de5510a8e09fe0d00e38b4305d11ed54",2015,2,1109053,"Cálculo Diferencial e Integral II",4,3
"de5510a8e09fe0d00e38b4305d11ed54",2015,2,1109113,"Matemática Discreta",4,5.1
"de5510a8e09fe0d00e38b4305d11ed54",2015,2,1411168,"Programação II",4,8.5
"de5510a8e09fe0d00e38b4305d11ed54",2015,2,1411170,"Teoria dos Grafos",2,8.4
"de5510a8e09fe0d00e38b4305d11ed54",2015,2,1411181,"Laboratório de Programação II",4,7.7
"de5510a8e09fe0d00e38b4305d11ed54",2015,2,1108089,"Fundamentos de Física Clássica",4,0.3
"de5510a8e09fe0d00e38b4305d11ed54",2015,2,1109053,"Cálculo Diferencial e Integral II",4,6.1
"de5510a8e09fe0d00e38b4305d11ed54",2015,2,1108089,"Fundamentos de Física Clássica",4,7.9
"de5510a8e09fe0d00e38b4305d11ed54",2015,2,1307151,"Leitura e Produção de Textos",4,8
"7bfcb5e330a001f9d92fdaf434f50905",2015,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,5
"7bfcb5e330a001f9d92fdaf434f50905",2015,2,1411167,"Programação I",4,7
"7bfcb5e330a001f9d92fdaf434f50905",2015,2,1411174,"Introdução à Computação",4,9
"7bfcb5e330a001f9d92fdaf434f50905",2015,2,1411180,"Laboratório de Programação I",4,8.2
"7bfcb5e330a001f9d92fdaf434f50905",2015,2,1307151,"Leitura e Produção de Textos",4,9
"7bfcb5e330a001f9d92fdaf434f50905",2015,2,1411168,"Programação II",4,7.4
"7bfcb5e330a001f9d92fdaf434f50905",2015,2,1411181,"Laboratório de Programação II",4,9.3
"7bfcb5e330a001f9d92fdaf434f50905",2015,2,1411170,"Teoria dos Grafos",2,5.6
"7bfcb5e330a001f9d92fdaf434f50905",2015,2,1109103,"Cálculo Diferencial e Integral I",4,7
"7bfcb5e330a001f9d92fdaf434f50905",2015,2,1109113,"Matemática Discreta",4,6
"7bfcb5e330a001f9d92fdaf434f50905",2015,2,1108089,"Fundamentos de Física Clássica",4,7.2
"7bfcb5e330a001f9d92fdaf434f50905",2015,2,1109053,"Cálculo Diferencial e Integral II",4,5.4
"fa84e29b94c130d863f1a4ea80107cca",2015,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,7.8
"fa84e29b94c130d863f1a4ea80107cca",2015,2,1109103,"Cálculo Diferencial e Integral I",4,6.3
"fa84e29b94c130d863f1a4ea80107cca",2015,2,1411167,"Programação I",4,8.3
"fa84e29b94c130d863f1a4ea80107cca",2015,2,1411174,"Introdução à Computação",4,8
"fa84e29b94c130d863f1a4ea80107cca",2015,2,1411180,"Laboratório de Programação I",4,8.4
"fa84e29b94c130d863f1a4ea80107cca",2015,2,1108089,"Fundamentos de Física Clássica",4,3.8
"fa84e29b94c130d863f1a4ea80107cca",2015,2,1109053,"Cálculo Diferencial e Integral II",4,6.5
"fa84e29b94c130d863f1a4ea80107cca",2015,2,1109113,"Matemática Discreta",4,5
"fa84e29b94c130d863f1a4ea80107cca",2015,2,1411168,"Programação II",4,9
"fa84e29b94c130d863f1a4ea80107cca",2015,2,1411170,"Teoria dos Grafos",2,8.7
"fa84e29b94c130d863f1a4ea80107cca",2015,2,1411181,"Laboratório de Programação II",4,8
"fa84e29b94c130d863f1a4ea80107cca",2015,2,1108089,"Fundamentos de Física Clássica",4,0.5
"fa84e29b94c130d863f1a4ea80107cca",2015,2,1108089,"Fundamentos de Física Clássica",4,7.9
"fa84e29b94c130d863f1a4ea80107cca",2015,2,1307151,"Leitura e Produção de Textos",4,7.7
