"ALU_NOVAMATRICULA","ALU_ANO_EVASA","ALU_PERIODO_EVASAO","MAT_TUR_DIS_DISCIPLINA","DISCIPLINA","CREDITOS","MAT_MEDIA_FINAL"
"3f2007293a7ed1cd6b46cd7a46ac2c39",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,7.3
"3f2007293a7ed1cd6b46cd7a46ac2c39",2016,1,1109103,"Cálculo Diferencial e Integral I",4,6.1
"3f2007293a7ed1cd6b46cd7a46ac2c39",2016,1,1411167,"Programação I",4,8.8
"3f2007293a7ed1cd6b46cd7a46ac2c39",2016,1,1411174,"Introdução à Computação",4,9.3
"3f2007293a7ed1cd6b46cd7a46ac2c39",2016,1,1411180,"Laboratório de Programação I",4,8.9
"3f2007293a7ed1cd6b46cd7a46ac2c39",2016,1,1108089,"Fundamentos de Física Clássica",4,5.8
"3f2007293a7ed1cd6b46cd7a46ac2c39",2016,1,1109053,"Cálculo Diferencial e Integral II",4,5.1
"3f2007293a7ed1cd6b46cd7a46ac2c39",2016,1,1109113,"Matemática Discreta",4,7.6
"3f2007293a7ed1cd6b46cd7a46ac2c39",2016,1,1411168,"Programação II",4,8
"3f2007293a7ed1cd6b46cd7a46ac2c39",2016,1,1411170,"Teoria dos Grafos",2,8.5
"3f2007293a7ed1cd6b46cd7a46ac2c39",2016,1,1411181,"Laboratório de Programação II",4,7.4
"3f2007293a7ed1cd6b46cd7a46ac2c39",2016,1,1307151,"Leitura e Produção de Textos",4,7.3
"0d3c0ddcdd2a97627575c27b5d1a058a",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,8.1
"0d3c0ddcdd2a97627575c27b5d1a058a",2016,1,1109103,"Cálculo Diferencial e Integral I",4,8.3
"0d3c0ddcdd2a97627575c27b5d1a058a",2016,1,1411167,"Programação I",4,8.4
"0d3c0ddcdd2a97627575c27b5d1a058a",2016,1,1411174,"Introdução à Computação",4,9.4
"0d3c0ddcdd2a97627575c27b5d1a058a",2016,1,1411180,"Laboratório de Programação I",4,8.4
"0d3c0ddcdd2a97627575c27b5d1a058a",2016,1,1108089,"Fundamentos de Física Clássica",4,8
"0d3c0ddcdd2a97627575c27b5d1a058a",2016,1,1109053,"Cálculo Diferencial e Integral II",4,7.8
"0d3c0ddcdd2a97627575c27b5d1a058a",2016,1,1411168,"Programação II",4,8.5
"0d3c0ddcdd2a97627575c27b5d1a058a",2016,1,1411170,"Teoria dos Grafos",2,8.5
"0d3c0ddcdd2a97627575c27b5d1a058a",2016,1,1411181,"Laboratório de Programação II",4,8
"0d3c0ddcdd2a97627575c27b5d1a058a",2016,1,1109113,"Matemática Discreta",4,7.9
"0d3c0ddcdd2a97627575c27b5d1a058a",2016,1,1307151,"Leitura e Produção de Textos",4,7
"8256ba1eab7a8a9f169ff689c779a36c",2015,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,1.8
"8256ba1eab7a8a9f169ff689c779a36c",2015,2,1109103,"Cálculo Diferencial e Integral I",4,5.6
"8256ba1eab7a8a9f169ff689c779a36c",2015,2,1411167,"Programação I",4,7.7
"8256ba1eab7a8a9f169ff689c779a36c",2015,2,1411174,"Introdução à Computação",4,7.8
"8256ba1eab7a8a9f169ff689c779a36c",2015,2,1411180,"Laboratório de Programação I",4,7.7
"8256ba1eab7a8a9f169ff689c779a36c",2015,2,1307151,"Leitura e Produção de Textos",4,NA
"8256ba1eab7a8a9f169ff689c779a36c",2015,2,1109053,"Cálculo Diferencial e Integral II",4,5.2
"8256ba1eab7a8a9f169ff689c779a36c",2015,2,1411168,"Programação II",4,6.6
"8256ba1eab7a8a9f169ff689c779a36c",2015,2,1411170,"Teoria dos Grafos",2,7.5
"8256ba1eab7a8a9f169ff689c779a36c",2015,2,1411181,"Laboratório de Programação II",4,7.3
"8256ba1eab7a8a9f169ff689c779a36c",2015,2,1109113,"Matemática Discreta",4,6
"8256ba1eab7a8a9f169ff689c779a36c",2015,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,8.6
"8256ba1eab7a8a9f169ff689c779a36c",2015,2,1108089,"Fundamentos de Física Clássica",4,4.5
"8256ba1eab7a8a9f169ff689c779a36c",2015,2,1108089,"Fundamentos de Física Clássica",4,7.8
"91b171979d7b51190b67e4804637e7b3",2015,2,1411167,"Programação I",4,7
"91b171979d7b51190b67e4804637e7b3",2015,2,1411180,"Laboratório de Programação I",4,7.1
"91b171979d7b51190b67e4804637e7b3",2015,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,3.9
"91b171979d7b51190b67e4804637e7b3",2015,2,1109103,"Cálculo Diferencial e Integral I",4,3.4
"91b171979d7b51190b67e4804637e7b3",2015,2,1411174,"Introdução à Computação",4,8.1
"91b171979d7b51190b67e4804637e7b3",2015,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,7.1
"91b171979d7b51190b67e4804637e7b3",2015,2,1109103,"Cálculo Diferencial e Integral I",4,5.8
"91b171979d7b51190b67e4804637e7b3",2015,2,1109113,"Matemática Discreta",4,5.9
"91b171979d7b51190b67e4804637e7b3",2015,2,1411168,"Programação II",4,4
"91b171979d7b51190b67e4804637e7b3",2015,2,1411181,"Laboratório de Programação II",4,3.7
"91b171979d7b51190b67e4804637e7b3",2015,2,1307151,"Leitura e Produção de Textos",4,7.5
"91b171979d7b51190b67e4804637e7b3",2015,2,1108089,"Fundamentos de Física Clássica",4,2.4
"91b171979d7b51190b67e4804637e7b3",2015,2,1109053,"Cálculo Diferencial e Integral II",4,4
"91b171979d7b51190b67e4804637e7b3",2015,2,1411168,"Programação II",4,7.4
"91b171979d7b51190b67e4804637e7b3",2015,2,1411170,"Teoria dos Grafos",2,6.2
"91b171979d7b51190b67e4804637e7b3",2015,2,1411181,"Laboratório de Programação II",4,6.4
"91b171979d7b51190b67e4804637e7b3",2015,2,1108089,"Fundamentos de Física Clássica",4,6.4
"91b171979d7b51190b67e4804637e7b3",2015,2,1109053,"Cálculo Diferencial e Integral II",4,5
"b67347ee518934ce91693eefe0904b32",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,7.7
"b67347ee518934ce91693eefe0904b32",2016,1,1109103,"Cálculo Diferencial e Integral I",4,7.5
"b67347ee518934ce91693eefe0904b32",2016,1,1411167,"Programação I",4,8.8
"b67347ee518934ce91693eefe0904b32",2016,1,1411174,"Introdução à Computação",4,6.4
"b67347ee518934ce91693eefe0904b32",2016,1,1411180,"Laboratório de Programação I",4,8.9
"b67347ee518934ce91693eefe0904b32",2016,1,1307151,"Leitura e Produção de Textos",4,8.7
"b67347ee518934ce91693eefe0904b32",2016,1,1108089,"Fundamentos de Física Clássica",4,1.7
"b67347ee518934ce91693eefe0904b32",2016,1,1109053,"Cálculo Diferencial e Integral II",4,6.7
"b67347ee518934ce91693eefe0904b32",2016,1,1109113,"Matemática Discreta",4,7.6
"b67347ee518934ce91693eefe0904b32",2016,1,1411168,"Programação II",4,8.5
"b67347ee518934ce91693eefe0904b32",2016,1,1411170,"Teoria dos Grafos",2,8.3
"b67347ee518934ce91693eefe0904b32",2016,1,1411181,"Laboratório de Programação II",4,6
"b67347ee518934ce91693eefe0904b32",2016,1,1108089,"Fundamentos de Física Clássica",4,7.5
"5301d3cbca96b572720d9f2284ff6a44",2015,1,1108089,"Fundamentos de Física Clássica",4,6
"5301d3cbca96b572720d9f2284ff6a44",2015,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,5.4
"5301d3cbca96b572720d9f2284ff6a44",2015,1,1109103,"Cálculo Diferencial e Integral I",4,7
"5301d3cbca96b572720d9f2284ff6a44",2015,1,1109113,"Matemática Discreta",4,7.4
"5301d3cbca96b572720d9f2284ff6a44",2015,1,1411167,"Programação I",4,7
"5301d3cbca96b572720d9f2284ff6a44",2015,1,1411168,"Programação II",4,6.5
"5301d3cbca96b572720d9f2284ff6a44",2015,1,1411170,"Teoria dos Grafos",2,8.9
"5301d3cbca96b572720d9f2284ff6a44",2015,1,1411174,"Introdução à Computação",4,8.6
"5301d3cbca96b572720d9f2284ff6a44",2015,1,1411180,"Laboratório de Programação I",4,7.1
"5301d3cbca96b572720d9f2284ff6a44",2015,1,1411181,"Laboratório de Programação II",4,6.2
"5301d3cbca96b572720d9f2284ff6a44",2015,1,1307151,"Leitura e Produção de Textos",4,6
"5301d3cbca96b572720d9f2284ff6a44",2015,1,1109053,"Cálculo Diferencial e Integral II",4,7
"5301d3cbca96b572720d9f2284ff6a44",2015,1,1109053,"Cálculo Diferencial e Integral II",4,2.5
"5301d3cbca96b572720d9f2284ff6a44",2015,1,1109053,"Cálculo Diferencial e Integral II",4,4.7
"5e4135b8892baa162b8a6e22e7dc1df5",2015,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,5.1
"5e4135b8892baa162b8a6e22e7dc1df5",2015,1,1411174,"Introdução à Computação",4,5.3
"5e4135b8892baa162b8a6e22e7dc1df5",2015,1,1411180,"Laboratório de Programação I",4,5
"5e4135b8892baa162b8a6e22e7dc1df5",2015,1,1411167,"Programação I",4,5.1
"5e4135b8892baa162b8a6e22e7dc1df5",2015,1,1307151,"Leitura e Produção de Textos",4,8.8
"5e4135b8892baa162b8a6e22e7dc1df5",2015,1,1109113,"Matemática Discreta",4,7
"5e4135b8892baa162b8a6e22e7dc1df5",2015,1,1109103,"Cálculo Diferencial e Integral I",4,5.9
"5e4135b8892baa162b8a6e22e7dc1df5",2015,1,1108089,"Fundamentos de Física Clássica",4,5
"5e4135b8892baa162b8a6e22e7dc1df5",2015,1,1411168,"Programação II",4,7
"5e4135b8892baa162b8a6e22e7dc1df5",2015,1,1411170,"Teoria dos Grafos",2,8.9
"5e4135b8892baa162b8a6e22e7dc1df5",2015,1,1411181,"Laboratório de Programação II",4,5
"5e4135b8892baa162b8a6e22e7dc1df5",2015,1,1109053,"Cálculo Diferencial e Integral II",4,5.5
"2ad8c46dfac48f02f600b14be49597af",2015,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,9.7
"2ad8c46dfac48f02f600b14be49597af",2015,1,1109103,"Cálculo Diferencial e Integral I",4,8.9
"2ad8c46dfac48f02f600b14be49597af",2015,1,1411167,"Programação I",4,9.1
"2ad8c46dfac48f02f600b14be49597af",2015,1,1411174,"Introdução à Computação",4,8.8
"2ad8c46dfac48f02f600b14be49597af",2015,1,1411180,"Laboratório de Programação I",4,9.1
"2ad8c46dfac48f02f600b14be49597af",2015,1,1108089,"Fundamentos de Física Clássica",4,5.7
"2ad8c46dfac48f02f600b14be49597af",2015,1,1109053,"Cálculo Diferencial e Integral II",4,8.7
"2ad8c46dfac48f02f600b14be49597af",2015,1,1109113,"Matemática Discreta",4,7.9
"2ad8c46dfac48f02f600b14be49597af",2015,1,1411168,"Programação II",4,9.2
"2ad8c46dfac48f02f600b14be49597af",2015,1,1411170,"Teoria dos Grafos",2,9.8
"2ad8c46dfac48f02f600b14be49597af",2015,1,1411181,"Laboratório de Programação II",4,8
"2ad8c46dfac48f02f600b14be49597af",2015,1,1307151,"Leitura e Produção de Textos",4,8
"e0198e7dd8549bae7a3205a0a340a427",2015,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,9.6
"e0198e7dd8549bae7a3205a0a340a427",2015,2,1109103,"Cálculo Diferencial e Integral I",4,9.9
"e0198e7dd8549bae7a3205a0a340a427",2015,2,1411174,"Introdução à Computação",4,10
"e0198e7dd8549bae7a3205a0a340a427",2015,2,1411167,"Programação I",4,10
"e0198e7dd8549bae7a3205a0a340a427",2015,2,1411180,"Laboratório de Programação I",4,10
"e0198e7dd8549bae7a3205a0a340a427",2015,2,1108089,"Fundamentos de Física Clássica",4,7.7
"e0198e7dd8549bae7a3205a0a340a427",2015,2,1109053,"Cálculo Diferencial e Integral II",4,9.7
"e0198e7dd8549bae7a3205a0a340a427",2015,2,1109113,"Matemática Discreta",4,10
"e0198e7dd8549bae7a3205a0a340a427",2015,2,1411168,"Programação II",4,9.6
"e0198e7dd8549bae7a3205a0a340a427",2015,2,1411170,"Teoria dos Grafos",2,10
"e0198e7dd8549bae7a3205a0a340a427",2015,2,1411181,"Laboratório de Programação II",4,9
"e0198e7dd8549bae7a3205a0a340a427",2015,2,1307151,"Leitura e Produção de Textos",4,8.8
"c1793e6b5a351c6af9b2d4c128c52dbc",2015,1,1108089,"Fundamentos de Física Clássica",4,7
"c1793e6b5a351c6af9b2d4c128c52dbc",2015,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,5.9
"c1793e6b5a351c6af9b2d4c128c52dbc",2015,1,1109053,"Cálculo Diferencial e Integral II",4,8.3
"c1793e6b5a351c6af9b2d4c128c52dbc",2015,1,1109103,"Cálculo Diferencial e Integral I",4,5.1
"c1793e6b5a351c6af9b2d4c128c52dbc",2015,1,1109113,"Matemática Discreta",4,5.6
"c1793e6b5a351c6af9b2d4c128c52dbc",2015,1,1411167,"Programação I",4,7.8
"c1793e6b5a351c6af9b2d4c128c52dbc",2015,1,1411168,"Programação II",4,8.7
"c1793e6b5a351c6af9b2d4c128c52dbc",2015,1,1411170,"Teoria dos Grafos",2,7.6
"c1793e6b5a351c6af9b2d4c128c52dbc",2015,1,1411174,"Introdução à Computação",4,7.8
"c1793e6b5a351c6af9b2d4c128c52dbc",2015,1,1411180,"Laboratório de Programação I",4,8.6
"c1793e6b5a351c6af9b2d4c128c52dbc",2015,1,1411181,"Laboratório de Programação II",4,5.1
"c1793e6b5a351c6af9b2d4c128c52dbc",2015,1,1307151,"Leitura e Produção de Textos",4,7.5
"4623de2267341bd569fbcc1380170d5f",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,6.9
"4623de2267341bd569fbcc1380170d5f",2016,1,1109103,"Cálculo Diferencial e Integral I",4,6
"4623de2267341bd569fbcc1380170d5f",2016,1,1411167,"Programação I",4,8.6
"4623de2267341bd569fbcc1380170d5f",2016,1,1411174,"Introdução à Computação",4,7.4
"4623de2267341bd569fbcc1380170d5f",2016,1,1411180,"Laboratório de Programação I",4,8.7
"4623de2267341bd569fbcc1380170d5f",2016,1,1307151,"Leitura e Produção de Textos",4,8.7
"4623de2267341bd569fbcc1380170d5f",2016,1,1108089,"Fundamentos de Física Clássica",4,1.3
"4623de2267341bd569fbcc1380170d5f",2016,1,1109053,"Cálculo Diferencial e Integral II",4,3.3
"4623de2267341bd569fbcc1380170d5f",2016,1,1109113,"Matemática Discreta",4,7.9
"4623de2267341bd569fbcc1380170d5f",2016,1,1411168,"Programação II",4,8
"4623de2267341bd569fbcc1380170d5f",2016,1,1411170,"Teoria dos Grafos",2,7
"4623de2267341bd569fbcc1380170d5f",2016,1,1411181,"Laboratório de Programação II",4,6.6
"4623de2267341bd569fbcc1380170d5f",2016,1,1108089,"Fundamentos de Física Clássica",4,9.2
"4623de2267341bd569fbcc1380170d5f",2016,1,1109053,"Cálculo Diferencial e Integral II",4,6.4
"687c870855e8e70ece8c1666d95bc49e",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,5.8
"687c870855e8e70ece8c1666d95bc49e",2016,1,1109103,"Cálculo Diferencial e Integral I",4,1.5
"687c870855e8e70ece8c1666d95bc49e",2016,1,1411167,"Programação I",4,8
"687c870855e8e70ece8c1666d95bc49e",2016,1,1411174,"Introdução à Computação",4,8.4
"687c870855e8e70ece8c1666d95bc49e",2016,1,1307151,"Leitura e Produção de Textos",4,8.7
"687c870855e8e70ece8c1666d95bc49e",2016,1,1411180,"Laboratório de Programação I",4,8.2
"687c870855e8e70ece8c1666d95bc49e",2016,1,1411168,"Programação II",4,7.7
"687c870855e8e70ece8c1666d95bc49e",2016,1,1411170,"Teoria dos Grafos",2,9.3
"687c870855e8e70ece8c1666d95bc49e",2016,1,1411181,"Laboratório de Programação II",4,7.2
"687c870855e8e70ece8c1666d95bc49e",2016,1,1109103,"Cálculo Diferencial e Integral I",4,5.9
"687c870855e8e70ece8c1666d95bc49e",2016,1,1108089,"Fundamentos de Física Clássica",4,6.5
"687c870855e8e70ece8c1666d95bc49e",2016,1,1109053,"Cálculo Diferencial e Integral II",4,2.3
"687c870855e8e70ece8c1666d95bc49e",2016,1,1109113,"Matemática Discreta",4,8.1
"687c870855e8e70ece8c1666d95bc49e",2016,1,1109053,"Cálculo Diferencial e Integral II",4,5.4
"bf75c7591a4bf9e525c953fff8d5aff6",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,7.3
"bf75c7591a4bf9e525c953fff8d5aff6",2016,1,1109103,"Cálculo Diferencial e Integral I",4,5.2
"bf75c7591a4bf9e525c953fff8d5aff6",2016,1,1411167,"Programação I",4,8.6
"bf75c7591a4bf9e525c953fff8d5aff6",2016,1,1411174,"Introdução à Computação",4,7.7
"bf75c7591a4bf9e525c953fff8d5aff6",2016,1,1411180,"Laboratório de Programação I",4,8.7
"bf75c7591a4bf9e525c953fff8d5aff6",2016,1,1307151,"Leitura e Produção de Textos",4,7.7
"bf75c7591a4bf9e525c953fff8d5aff6",2016,1,1108089,"Fundamentos de Física Clássica",4,0.1
"bf75c7591a4bf9e525c953fff8d5aff6",2016,1,1109053,"Cálculo Diferencial e Integral II",4,2.9
"bf75c7591a4bf9e525c953fff8d5aff6",2016,1,1109113,"Matemática Discreta",4,7.6
"bf75c7591a4bf9e525c953fff8d5aff6",2016,1,1411168,"Programação II",4,8.9
"bf75c7591a4bf9e525c953fff8d5aff6",2016,1,1411170,"Teoria dos Grafos",2,7.2
"bf75c7591a4bf9e525c953fff8d5aff6",2016,1,1411181,"Laboratório de Programação II",4,8.4
"bf75c7591a4bf9e525c953fff8d5aff6",2016,1,1108089,"Fundamentos de Física Clássica",4,7.3
"bf75c7591a4bf9e525c953fff8d5aff6",2016,1,1109053,"Cálculo Diferencial e Integral II",4,7.4
"76f8998dc5ca01b268163043a9b42dc1",2016,1,1411174,"Introdução à Computação",4,5.7
"76f8998dc5ca01b268163043a9b42dc1",2016,1,1307151,"Leitura e Produção de Textos",4,7
"76f8998dc5ca01b268163043a9b42dc1",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,5.8
"76f8998dc5ca01b268163043a9b42dc1",2016,1,1411168,"Programação II",4,5
"76f8998dc5ca01b268163043a9b42dc1",2016,1,1411170,"Teoria dos Grafos",2,6.1
"76f8998dc5ca01b268163043a9b42dc1",2016,1,1109103,"Cálculo Diferencial e Integral I",4,6.1
"76f8998dc5ca01b268163043a9b42dc1",2016,1,1411181,"Laboratório de Programação II",4,7.2
"76f8998dc5ca01b268163043a9b42dc1",2016,1,1109053,"Cálculo Diferencial e Integral II",4,5
"76f8998dc5ca01b268163043a9b42dc1",2016,1,1108089,"Fundamentos de Física Clássica",4,5.1
"76f8998dc5ca01b268163043a9b42dc1",2016,1,1109113,"Matemática Discreta",4,6.2
"76f8998dc5ca01b268163043a9b42dc1",2016,1,1411167,"Programação I",4,5.2
"76f8998dc5ca01b268163043a9b42dc1",2016,1,1411180,"Laboratório de Programação I",4,7.1
"206fc248476df2561156b80d7dfdfb46",2015,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,6.3
"206fc248476df2561156b80d7dfdfb46",2015,1,1109103,"Cálculo Diferencial e Integral I",4,6.2
"206fc248476df2561156b80d7dfdfb46",2015,1,1411167,"Programação I",4,7.5
"206fc248476df2561156b80d7dfdfb46",2015,1,1411174,"Introdução à Computação",4,7.6
"206fc248476df2561156b80d7dfdfb46",2015,1,1411180,"Laboratório de Programação I",4,7.8
"206fc248476df2561156b80d7dfdfb46",2015,1,1307151,"Leitura e Produção de Textos",4,7.5
"206fc248476df2561156b80d7dfdfb46",2015,1,1411181,"Laboratório de Programação II",4,5.2
"206fc248476df2561156b80d7dfdfb46",2015,1,1108089,"Fundamentos de Física Clássica",4,6.4
"206fc248476df2561156b80d7dfdfb46",2015,1,1109053,"Cálculo Diferencial e Integral II",4,5.7
"206fc248476df2561156b80d7dfdfb46",2015,1,1109113,"Matemática Discreta",4,5
"206fc248476df2561156b80d7dfdfb46",2015,1,1411168,"Programação II",4,7.7
"206fc248476df2561156b80d7dfdfb46",2015,1,1411170,"Teoria dos Grafos",2,9.3
"f857bd5ce8e45ff6b6ad31d473176c8a",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,6.6
"f857bd5ce8e45ff6b6ad31d473176c8a",2016,1,1109103,"Cálculo Diferencial e Integral I",4,3.7
"f857bd5ce8e45ff6b6ad31d473176c8a",2016,1,1411167,"Programação I",4,6
"f857bd5ce8e45ff6b6ad31d473176c8a",2016,1,1411174,"Introdução à Computação",4,7.9
"f857bd5ce8e45ff6b6ad31d473176c8a",2016,1,1411180,"Laboratório de Programação I",4,6
"f857bd5ce8e45ff6b6ad31d473176c8a",2016,1,1307151,"Leitura e Produção de Textos",4,8.3
"f857bd5ce8e45ff6b6ad31d473176c8a",2016,1,1109103,"Cálculo Diferencial e Integral I",4,7.3
"f857bd5ce8e45ff6b6ad31d473176c8a",2016,1,1411168,"Programação II",4,7.3
"f857bd5ce8e45ff6b6ad31d473176c8a",2016,1,1411170,"Teoria dos Grafos",2,5.6
"f857bd5ce8e45ff6b6ad31d473176c8a",2016,1,1411181,"Laboratório de Programação II",4,7
"f857bd5ce8e45ff6b6ad31d473176c8a",2016,1,1108089,"Fundamentos de Física Clássica",4,7.9
"f857bd5ce8e45ff6b6ad31d473176c8a",2016,1,1109053,"Cálculo Diferencial e Integral II",4,5.9
"f857bd5ce8e45ff6b6ad31d473176c8a",2016,1,1109113,"Matemática Discreta",4,5.9
"b39ac8cf6e03ecc8f23210245cecd980",2015,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,5.8
"b39ac8cf6e03ecc8f23210245cecd980",2015,1,1109103,"Cálculo Diferencial e Integral I",4,5.4
"b39ac8cf6e03ecc8f23210245cecd980",2015,1,1411167,"Programação I",4,7
"b39ac8cf6e03ecc8f23210245cecd980",2015,1,1411174,"Introdução à Computação",4,7
"b39ac8cf6e03ecc8f23210245cecd980",2015,1,1411180,"Laboratório de Programação I",4,7.8
"b39ac8cf6e03ecc8f23210245cecd980",2015,1,1307151,"Leitura e Produção de Textos",4,7.2
"b39ac8cf6e03ecc8f23210245cecd980",2015,1,1108089,"Fundamentos de Física Clássica",4,8.3
"b39ac8cf6e03ecc8f23210245cecd980",2015,1,1109053,"Cálculo Diferencial e Integral II",4,2.3
"b39ac8cf6e03ecc8f23210245cecd980",2015,1,1109113,"Matemática Discreta",4,4.5
"b39ac8cf6e03ecc8f23210245cecd980",2015,1,1411168,"Programação II",4,7.8
"b39ac8cf6e03ecc8f23210245cecd980",2015,1,1411170,"Teoria dos Grafos",2,8.4
"b39ac8cf6e03ecc8f23210245cecd980",2015,1,1411181,"Laboratório de Programação II",4,6.2
"b39ac8cf6e03ecc8f23210245cecd980",2015,1,1109053,"Cálculo Diferencial e Integral II",4,5
"b39ac8cf6e03ecc8f23210245cecd980",2015,1,1109113,"Matemática Discreta",4,7
"167eead9914ca6307124020606100a90",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,8.4
"167eead9914ca6307124020606100a90",2016,1,1109103,"Cálculo Diferencial e Integral I",4,7.8
"167eead9914ca6307124020606100a90",2016,1,1411167,"Programação I",4,5.7
"167eead9914ca6307124020606100a90",2016,1,1411174,"Introdução à Computação",4,9.1
"167eead9914ca6307124020606100a90",2016,1,1411180,"Laboratório de Programação I",4,7.1
"167eead9914ca6307124020606100a90",2016,1,1307151,"Leitura e Produção de Textos",4,7.3
"167eead9914ca6307124020606100a90",2016,1,1108089,"Fundamentos de Física Clássica",4,9
"167eead9914ca6307124020606100a90",2016,1,1109053,"Cálculo Diferencial e Integral II",4,9
"167eead9914ca6307124020606100a90",2016,1,1109113,"Matemática Discreta",4,8.6
"167eead9914ca6307124020606100a90",2016,1,1411168,"Programação II",4,8
"167eead9914ca6307124020606100a90",2016,1,1411170,"Teoria dos Grafos",2,7.7
"167eead9914ca6307124020606100a90",2016,1,1411181,"Laboratório de Programação II",4,7.8
"4d5100679e29748ada7d72d2819d5943",2015,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,8.1
"4d5100679e29748ada7d72d2819d5943",2015,1,1109103,"Cálculo Diferencial e Integral I",4,5.3
"4d5100679e29748ada7d72d2819d5943",2015,1,1411167,"Programação I",4,8.3
"4d5100679e29748ada7d72d2819d5943",2015,1,1411174,"Introdução à Computação",4,8
"4d5100679e29748ada7d72d2819d5943",2015,1,1411180,"Laboratório de Programação I",4,8.8
"4d5100679e29748ada7d72d2819d5943",2015,1,1307151,"Leitura e Produção de Textos",4,7.2
"4d5100679e29748ada7d72d2819d5943",2015,1,1108089,"Fundamentos de Física Clássica",4,6.6
"4d5100679e29748ada7d72d2819d5943",2015,1,1109053,"Cálculo Diferencial e Integral II",4,3.3
"4d5100679e29748ada7d72d2819d5943",2015,1,1109113,"Matemática Discreta",4,5.9
"4d5100679e29748ada7d72d2819d5943",2015,1,1411170,"Teoria dos Grafos",2,7.3
"4d5100679e29748ada7d72d2819d5943",2015,1,1411181,"Laboratório de Programação II",4,8.2
"4d5100679e29748ada7d72d2819d5943",2015,1,1411168,"Programação II",4,8
"4d5100679e29748ada7d72d2819d5943",2015,1,1109053,"Cálculo Diferencial e Integral II",4,4.6
"4d5100679e29748ada7d72d2819d5943",2015,1,1109053,"Cálculo Diferencial e Integral II",4,5.6
"e8a385595ad4db75e322068ed145eddc",2015,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,6.9
"e8a385595ad4db75e322068ed145eddc",2015,2,1109103,"Cálculo Diferencial e Integral I",4,5.2
"e8a385595ad4db75e322068ed145eddc",2015,2,1411167,"Programação I",4,8.3
"e8a385595ad4db75e322068ed145eddc",2015,2,1411180,"Laboratório de Programação I",4,8.3
"e8a385595ad4db75e322068ed145eddc",2015,2,1307151,"Leitura e Produção de Textos",4,7.3
"e8a385595ad4db75e322068ed145eddc",2015,2,1411174,"Introdução à Computação",4,7.6
"e8a385595ad4db75e322068ed145eddc",2015,2,1411181,"Laboratório de Programação II",4,7
"e8a385595ad4db75e322068ed145eddc",2015,2,1108089,"Fundamentos de Física Clássica",4,5.1
"e8a385595ad4db75e322068ed145eddc",2015,2,1109053,"Cálculo Diferencial e Integral II",4,2.7
"e8a385595ad4db75e322068ed145eddc",2015,2,1109113,"Matemática Discreta",4,5.4
"e8a385595ad4db75e322068ed145eddc",2015,2,1411168,"Programação II",4,7.8
"e8a385595ad4db75e322068ed145eddc",2015,2,1411170,"Teoria dos Grafos",2,8
"e8a385595ad4db75e322068ed145eddc",2015,2,1109053,"Cálculo Diferencial e Integral II",4,2.7
"e8a385595ad4db75e322068ed145eddc",2015,2,1109053,"Cálculo Diferencial e Integral II",4,5.6
"45c85c9cac6b5cdd38dc79d19eec5929",2016,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,8.5
"45c85c9cac6b5cdd38dc79d19eec5929",2016,1,1109103,"Cálculo Diferencial e Integral I",4,7.9
"45c85c9cac6b5cdd38dc79d19eec5929",2016,1,1411167,"Programação I",4,9.6
"45c85c9cac6b5cdd38dc79d19eec5929",2016,1,1411174,"Introdução à Computação",4,9.5
"45c85c9cac6b5cdd38dc79d19eec5929",2016,1,1411180,"Laboratório de Programação I",4,9.6
"45c85c9cac6b5cdd38dc79d19eec5929",2016,1,1307151,"Leitura e Produção de Textos",4,9.7
"45c85c9cac6b5cdd38dc79d19eec5929",2016,1,1108089,"Fundamentos de Física Clássica",4,7.9
"45c85c9cac6b5cdd38dc79d19eec5929",2016,1,1109053,"Cálculo Diferencial e Integral II",4,8.1
"45c85c9cac6b5cdd38dc79d19eec5929",2016,1,1109113,"Matemática Discreta",4,9
"45c85c9cac6b5cdd38dc79d19eec5929",2016,1,1411168,"Programação II",4,8
"45c85c9cac6b5cdd38dc79d19eec5929",2016,1,1411170,"Teoria dos Grafos",2,9.7
